file,emotion,text,speaker
Ses01F_script01_3_M037,neu,i just want you to know annie.,Ses01M
Ses01F_script02_1_F000,neu,fine.,Ses01F
Ses01F_script02_1_F004,neu,that's not your flashlight.,Ses01F
Ses01F_script02_1_F006,ang,you keep saying my flashlight like it's just yours.,Ses01F
Ses01F_script02_1_F007,ang,how's that supposed to make me feel?,Ses01F
Ses01F_script02_1_F008,neu,yeah.,Ses01F
Ses01F_script02_1_F009,hap,[laughter],Ses01F
Ses01F_script02_1_F010,sad,i'm cold.,Ses01F
Ses01F_script02_1_F015,neu,not particularly.,Ses01F
Ses01F_script02_1_F024,neu,that's the wind.,Ses01F
Ses01F_script02_1_F025,neu,about what?,Ses01F
Ses01F_script02_1_M002,hap,"okay. is that, is that--",Ses01M
Ses01F_script02_1_M007,neu,"the flashlight, the silver one. there's only one, isn't there?",Ses01M
Ses01F_script02_1_M008,neu,whose is it?,Ses01M
Ses01F_script02_1_M009,neu,"oh...well. yeah, of course.",Ses01M
Ses01F_script02_1_M010,neu,no.,Ses01M
Ses01F_script02_1_M011,neu,"of course, our flashlight. what's yours is mine. me flashlight es su flashlight.",Ses01M
Ses01F_script02_1_M013,neu,do they always run during a full moon? i don't remember. was it full last year?,Ses01M
Ses01F_script02_1_M014,neu,"huh. are you cold? do you want my jacket? no? you know, we should have brought the blanket? our blanket.",Ses01M
Ses01F_script02_1_M015,neu,"aw. do you know, i should have brought a six pack, too. a six pack, that would be just the ticket right about now. huh?",Ses01M
Ses01F_script02_1_M016,hap,"god, i'm so excited, i'm like a kid. i can't believe i got out of the house with my fly zipped up.",Ses01M
Ses01F_script02_1_M020,neu,right.,Ses01M
Ses01F_script02_1_M021,neu,"wait, that's my point, too.",Ses01M
Ses01F_script02_1_M023,neu,why not?,Ses01M
Ses01F_script02_1_M024,neu,"honey, this is like a natural phenomenon. i mean... people in kansas would have to get plane reservations and get hotel rooms to see this. it's just forty minutes away for us; it's too good to pass up.",Ses01M
Ses01F_script02_1_M025,neu,yeah. but this..this moment on the beach is like the highlight of their little lives. all that flopping around is laying eggs or what to do - spawning or mating or whatever.,Ses01M
Ses01F_script02_1_M026,neu,this is a big night for these little guys. it's like life's last orgy.,Ses01M
Ses01F_script02_1_M029,neu,"there's like mystery here, there's magic. it's like a little bit of the unexplainable. i just can't see how you're not interested.",Ses01M
Ses01F_script02_1_M031,neu,"god, i don't get it. you know the first time we came here, you said it was the best night of your life?",Ses01M
Ses01F_script02_1_M032,neu,"and last year, i remember distinctly you said, you were so excited to get here that you don't remember you stubbed your toe until we were in the car.",Ses01M
Ses01F_script02_1_M033,neu,ahh...we weren't in a good spot.,Ses01M
Ses01F_script02_1_M034,neu,"we just weren't in a good spot. i'm telling you, this is a much better spot. i have instincts for these things.",Ses01M
Ses01F_script02_1_M035,hap,"look there, see? what's that? no, that's - that's just seaweed.",Ses01M
Ses01F_script02_1_M036,hap,"god, this is great. think about this. i know you are not interested, but just think about this.",Ses01M
Ses01F_script02_1_M038,hap,"just all at once, they turned and they formed this line as long as the california coast. and some instinctual little firecracker went off in their bodies and they all just turned as one and started swimming.",Ses01M
Ses01F_script02_1_M040,hap,it's single mindedness with no mind. it is urgency that is just pure urge.,Ses01M
Ses01F_script02_1_M043,hap,so what do you think?,Ses01M
Ses01F_script02_1_M044,hap,"about all of that, about all i was talking about.",Ses01M
Ses01F_script02_2_F000,neu,that's the wind.,Ses01F
Ses01F_script02_2_F001,neu,about what?,Ses01F
Ses01F_script02_2_F006,ang,"don't ask me that. i hate it when you ask me that, you always ask me that. it's insulting.",Ses01F
Ses01F_script02_2_F008,ang,"for god- grow up, augie. the fish are not going to arrive.",Ses01F
Ses01F_script02_2_F009,ang,because they never do. have they...have they ever?,Ses01F
Ses01F_script02_2_F010,ang,twice is every time we have tried; that's ever.,Ses01F
Ses01F_script02_2_F015,sad,"i feel like i'm always just standing here waiting. i feel like this night is going to be the night, but it never is.",Ses01F
Ses01F_script02_2_F016,ang,"for god's sake, this is not about fish.",Ses01F
Ses01F_script02_2_F017,neu,do you remember the first year we came here? it was like four years after we got married.,Ses01F
Ses01F_script02_2_F019,hap,"you whispered the sweetest, most intimate things to me right into my ear so i could feel them as much as hear them. and i remember thinking, this is it. you know, finally, i am as happy as i'm supposed to be.",Ses01F
Ses01F_script02_2_F022,sad,i'd rather not remember some things. i'd rather not hope for some things.,Ses01F
Ses01F_script02_2_F023,neu,no.,Ses01F
Ses01F_script02_2_F026,neu,no.,Ses01F
Ses01F_script02_2_F034,sad,"i know you are augie, i know.",Ses01F
Ses01F_script02_2_F035,sad,"i know you meant this to be special, i know that you wanted it to be right, but i just can't help thinking that, i can't help wishing that i was somewhere else.",Ses01F
Ses01F_script02_2_F036,sad,i didn't say that.,Ses01F
Ses01F_script02_2_F040,sad,"you're the one who probably wishes he was with somebody else. somebody who doesn't take things so seriously, who could enjoy herself.",Ses01F
Ses01F_script02_2_F041,neu,"so maybe we are in the wrong spot, but we are with the right person.",Ses01F
Ses01F_script02_2_F042,hap,"hmm. i noticed that, it's pretty. big old white moon.",Ses01F
Ses01F_script02_2_F043,hap,"augie, you bought refreshments.",Ses01F
Ses01F_script02_2_F044,hap,i guess we don't need glasses.,Ses01F
Ses01F_script02_2_F045,hap,i'm beginning to think this might be the right spot after all.,Ses01F
Ses01F_script02_2_F046,sad,"augie, i'm sorry.",Ses01F
Ses01F_script02_2_F047,neu,or not.,Ses01F
Ses01F_script02_2_M000,hap,"look at this, all of the hairs are standing up on my arm.",Ses01M
Ses01F_script02_2_M001,hap,"well, so, what do you think?",Ses01M
Ses01F_script02_2_M002,neu,about what i was saying.,Ses01M
Ses01F_script02_2_M006,neu,"carla, can i ask you something? now, don't take this the wrong way, but are you on your period?",Ses01M
Ses01F_script02_2_M016,neu,"okay. so you were fine during that phone call from marge and then dinner was okay. and doing the dishes was fine and then i was going to take a shower and you're watching the news and you said the grunions are running tonight, do you want to go? and i said, sure great, let's go.",Ses01M
Ses01F_script02_2_M017,neu,"okay. so i am putting out the pets, getting the car out of the garage.",Ses01M
Ses01F_script02_2_M019,neu,"it's when we were driving past that knickerbocker liquor locker, you said, let's get some champagne. i said no, time's a wasting or something like that.",Ses01M
Ses01F_script02_2_M021,neu,sure. all right. okay.,Ses01M
Ses01F_script02_2_M022,neu,"listen, do you want to dance?",Ses01M
Ses01F_script02_2_M023,neu,do you want me to go get some champagne?,Ses01M
Ses01F_script02_2_M024,hap,do you want to take off your shoes?,Ses01M
Ses01F_script02_2_M026,hap,do you want to get married again?,Ses01M
Ses01F_script02_2_M033,neu,yes it is.,Ses01M
Ses01F_script02_2_M037,sad,"maybe if you were with someone else, too.",Ses01M
Ses01F_script02_2_M038,sad,i just- i know i don't make you happy.,Ses01M
Ses01F_script02_2_M040,neu,"you know, actually now that you mention it, no i don't.",Ses01M
Ses01F_script02_2_M042,neu,"we have a great view of the moon from here, though, huh?",Ses01M
Ses01F_script02_2_M043,neu,[breathing],Ses01M
Ses01F_script02_2_M044,hap,and look what i got here.,Ses01M
Ses01F_script02_2_M046,hap,[breathing],Ses01M
Ses01F_script02_2_M047,neu,do you want to go home? are you cold?,Ses01M
Ses01F_script02_2_M048,neu,"shh. if we're very quiet, the fish might come.",Ses01M
Ses01F_script02_2_M049,hap,or not.,Ses01M
Ses01F_script03_1_F005,hap,[laughter] that sent shivers up my spine.,Ses01F
Ses01F_script03_1_F006,hap,we'll behave exquisitely.,Ses01F
Ses01F_script03_1_F007,hap,i think i shall do a curtsy.,Ses01F
Ses01F_script03_1_F010,hap,yes. meaning just that.,Ses01F
Ses01F_script03_1_F011,hap,don't laugh at me. i'm being serious.,Ses01F
Ses01F_script03_1_F012,hap,who's they?,Ses01F
Ses01F_script03_1_F020,hap,[laughter],Ses01F
Ses01F_script03_1_F021,hap,"oh elliott, worms don't pop.",Ses01F
Ses01F_script03_1_F022,hap,"aw. thank you, darling. the same applies to you too, except that if you so much as look at another woman i'll kill you.",Ses01F
Ses01F_script03_1_F024,hap,"oh charles, that was his name. he did wiggle so beautifully.",Ses01F
Ses01F_script03_1_F029,hap,"the manager came in, he found us rolling about the floor, biting and scratching like panthers. [laughter] how utterly, utterly ridiculous.",Ses01F
Ses01F_script03_1_F030,hap,[laughter] and very much sillier.,Ses01F
Ses01F_script03_1_M005,hap,i don't care then.,Ses01M
Ses01F_script03_1_M007,hap,no. wrong number. [laughter],Ses01M
Ses01F_script03_1_M008,hap,what shall we do if they suddenly walk in on us.[laughter],Ses01M
Ses01F_script03_1_M009,hap,with perfect poise.,Ses01M
Ses01F_script03_1_M010,hap,"it's strange; things that ought to matter dreadfully, they just don't matter at all when one's happy. do they?",Ses01M
Ses01F_script03_1_M013,hap,"well what does it all mean? that's what i ask myself in my quest for ultimate truth. dear god, what does it all mean?",Ses01M
Ses01F_script03_1_M018,hap,who knows?,Ses01M
Ses01F_script03_1_M021,hap,yes. yes with all of his might.,Ses01M
Ses01F_script03_1_M024,hap,"let's be superficial, and just pity those poor philosophers, huh? let's blow trumpets and squeakers and enjoy the party for as long as we can, you know, like small, idiotic school children.",Ses01M
Ses01F_script03_1_M025,hap,oh come and kiss me darling before your body rots and worms pop out of your eye sockets.,Ses01M
Ses01F_script03_1_M026,hap,"oh see, i don't care what you do, see. you can paint yourself green and run naked through the place vendome and run off with all of the men of the world. i shan't say a word, just as long as you love me best.",Ses01M
Ses01F_script03_1_M034,hap,"that was a rouser, wasn't it?",Ses01M
Ses01F_script03_1_M036,hap,[laughter] i'll never forget his face. [laughter],Ses01M
Ses01F_script03_1_M037,hap,[laughter] we were very much younger then.,Ses01M
Ses01F_script03_2_F000,hap,and very much sillier.,Ses01F
Ses01F_script03_2_F001,hap,oh. you knew there was nothing in that.,Ses01F
Ses01F_script03_2_F002,hap,"presents? it was only a trivial, little brooch.",Ses01F
Ses01F_script03_2_F004,neu,i did not. you worked that whole thing up in your jealous imagination.,Ses01F
Ses01F_script03_2_F005,neu,"well, what of it?",Ses01F
Ses01F_script03_2_F013,ang,don't be stupid.,Ses01F
Ses01F_script03_2_F014,ang,what?,Ses01F
Ses01F_script03_2_F015,ang,no. i am just making myself fascinating for you.,Ses01F
Ses01F_script03_2_F016,ang,oh. it's a woman's duty to allure the man.,Ses01F
Ses01F_script03_2_F017,ang,no it isn't.,Ses01F
Ses01F_script03_2_F018,ang,you shut up.,Ses01F
Ses01F_script03_2_F021,ang,they sting. i don't care. do you understand? i don't care if they bark and they roll about like hoops.,Ses01F
Ses01F_script03_2_F022,ang,"yes i did, quite a lot.",Ses01F
Ses01F_script03_2_F023,ang,mind your own business.,Ses01F
Ses01F_script03_2_F024,ang,"you're quite insufferable, i expect it's because you are drunk.",Ses01F
Ses01F_script03_2_F025,ang,you've always had a weak head.,Ses01F
Ses01F_script03_2_F026,ang,"on the contrary, a child of two can get violently drunk on only one glass of brandy.",Ses01F
Ses01F_script03_2_F027,ang,oh shut up.,Ses01F
Ses01F_script03_2_F028,ang,shut up.,Ses01F
Ses01F_script03_2_F029,ang,"not very funny, darling. why don't you have some more brandy.",Ses01F
Ses01F_script03_2_F030,neu,why?,Ses01F
Ses01F_script03_2_F031,neu,there are no people upstairs; it's a photographer's studio.,Ses01F
Ses01F_script03_2_F032,neu,they are away in tunis.,Ses01F
Ses01F_script03_2_F034,ang,fine if you insist on being boorish and idiotic.,Ses01F
Ses01F_script03_2_F035,ang,"you are far too temperamental, try to control yourself.",Ses01F
Ses01F_script03_2_F036,ang,"i won't. let go, let go of me. listen, listen? i'm sick and tired of listening to you, you sadistic bully.",Ses01F
Ses01F_script03_2_F037,ang,"oh shut up. let go. i hate you, i hate you. do you hear? you are a conceited and overbearing and utterly impossible.",Ses01F
Ses01F_script03_2_F038,ang,this is the end. do you hear me? finally and forever.,Ses01F
Ses01F_script03_2_F039,ang,oh. yes i am.,Ses01F
Ses01F_script03_2_F040,ang,"yes i am. stop it. stop it. let go of me. oh. you're a cruel fiend. i loathe and i hate you. marry you again? never, never, never. i hope you die in torment, you brute beast cad.",Ses01F
Ses01F_script03_2_M001,neu,however i believe the real cause of that row was peter burden.,Ses01M
Ses01F_script03_2_M002,neu,i knew nothing of the sort. you took presents from him.,Ses01M
Ses01F_script03_2_M004,neu,you went out of your way to torture me over peter burden.,Ses01M
Ses01F_script03_2_M007,ang,what about me?,Ses01M
Ses01F_script03_2_M010,neu,"i'll have a little, i think.",Ses01M
Ses01F_script03_2_M011,neu,"no particular reason. anyhow, they are very small ones.",Ses01M
Ses01F_script03_2_M014,ang,"really, amanda.",Ses01M
Ses01F_script03_2_M016,neu,"you going out somewhere, dear?",Ses01M
Ses01F_script03_2_M018,neu,"well as a matter of fact, yes, that's perfectly true.",Ses01M
Ses01F_script03_2_M019,neu,yes it is.,Ses01M
Ses01F_script03_2_M020,ang,"oh really. it's a pity you didn't have any brandy, it would have made you a little less disagreeable.",Ses01M
Ses01F_script03_2_M021,ang,"snap, snap, snap. you know you are like a little adder.",Ses01M
Ses01F_script03_2_M022,ang,nonsense. they have a bag of venom behind their fangs and they snap. they snap.,Ses01M
Ses01F_script03_2_M023,ang,did you see much of peter burden after our divorce?,Ses01M
Ses01F_script03_2_M024,ang,"and i suppose you let him kiss you a good deal more than, too. yes. i suppose you guys had a riotous time, huh? all out, no restraint at all. well, you never really had much anyhow.",Ses01M
Ses01F_script03_2_M025,ang,i think i am not in the least bit drunk.,Ses01M
Ses01F_script03_2_M026,ang,i think i mentioned once before that i've had three minute liquor glasses the whole evening long. a child of two cannot get drunk on that.,Ses01M
Ses01F_script03_2_M027,ang,"that's very interesting amanda. how about a child of four? or a child of six? or a child of nine? we can get a good little conversation going on about this, you know, intemperate tots.",Ses01M
Ses01F_script03_2_M029,ang,"look, you better turn that off. i don't want to wake up the people upstairs.",Ses01M
Ses01F_script03_2_M030,ang,well then you'll wake up the people downstairs.,Ses01M
Ses01F_script03_2_M031,neu,this is no time of year for tunis.,Ses01M
Ses01F_script03_2_M032,ang,i will do no such thing.,Ses01M
Ses01F_script03_2_M033,ang,"will you turn that off, it's driving me mad.",Ses01M
Ses01F_script03_2_M034,ang,turn it off.,Ses01M
Ses01F_script03_2_M035,ang,"amanda, listen, listen.",Ses01M
Ses01F_script03_2_M036,ang,oh. that's very amusing indeed.,Ses01M
Ses01F_script03_2_M037,ang,"you are a vile, ill-tempered, loose living, wicked little beast and i never want to see you again as long as i live.",Ses01M
Ses01F_script03_2_M038,ang,you're not going like this.,Ses01M
Ses01F_script03_2_M039,ang,you're not.,Ses01M
Ses01F_script03_2_M040,ang,"shut up. shut up. god, i wouldn't marry you again if you came crawling back to me on a bended knee. you are a vile, ill-tempered, mean little wench and i never want to see you again as long as i live.",Ses01M
