file,emotion,text,speaker,aug_text
Ses01F_impro07_M018,neu,"of course, right. that's where the real money is, being a student.",Ses01M,"Of course, yes, that's real money, students."
Ses01F_impro07_M019,hap,that's how you get the big bucks. are you messing with the chair? don't ruin it.,Ses01M,That's how you get the big money.
Ses01F_script01_1_F005,neu,"he's dreaming of him again, walking around.",Ses01F,He's dreaming about him again. He's walking around.
Ses01F_script01_1_F015,neu,"well i got an idea, but what's your story?",Ses01F,"Well, I have an idea, but what's your story?"
Ses01F_script01_1_F034,neu,just give it some more thought.,Ses01F,Think about it a little more.
Ses01F_script01_1_F035,ang,what the hell is this?,Ses01F,What the hell is this?
Ses01F_script01_1_F037,ang,you have a business here. what the hell is this?,Ses01F,You have a business here. What the hell is this?
Ses01F_script01_1_F038,ang,oh. must you be inspired?,Ses01F,"Oh, must you be inspired?"
Ses01F_script01_1_F041,ang,"all right. but you don't want to think like that because what the hell are we working for, chris? it's all for you. this whole shooting match is for you.",Ses01F,"Okay, but you don't want to think that because why are we working, Chris?"
Ses01F_script01_1_F042,ang,just don't think like that.,Ses01F,Just don't think so.
Ses01F_script01_1_M000,neu,he saw it.,Ses01M,He saw it.
Ses01F_script01_1_M001,neu,he was out here when it broke.,Ses01M,When it breaks he's here.
Ses01F_script01_1_M002,neu,four o clock this morning. i heard a crack and i woke up and looked out. he was standing right over there when it cracked.,Ses01M,"At 4:00 in the morning, I heard a crack, I woke up and looked, and when it broke, he stood there."
Ses01F_script01_1_M003,neu,i don't know.,Ses01M,"I don't know, I don't know, I don't know, I don't know."
Ses01F_script01_1_M004,neu,i guess he is.,Ses01M,I guess that's what he is.
Ses01F_script01_1_M007,neu,you know larry is not coming back and i know it. why do we allow him to go on thinking that we believe with him?,Ses01M,You know Larry's not coming back. I know why we allowed him to continue to think we believed him?
Ses01F_script01_1_M010,neu,we've got to say it to him.,Ses01M,We have to talk to him.
Ses01F_script01_1_M012,neu,"sit down, mom. i want to talk to you.",Ses01M,"Sit down, Mom. I want to talk to you."
Ses01F_script01_1_M014,neu,you know.,Ses01M,"You know, I understand, I understand, I understand, I understand, I understand, I understand, I understand, I understand, I understand, I understand, I understand, I understand, I understand, I understand, I understand, I understand, I understand, I understand, I understand, I understand, I understand, I understand, I understand, I understand, I understand, I understand, I understand, I understand, I understand, I understand, I understand, I understand, I understand, I understand."
Ses01F_script01_1_M015,neu,i'm going to ask her to marry me.,Ses01M,I'm going to ask her to marry me.
Ses01F_script01_1_M016,neu,you know it's not just my business.,Ses01M,You know this isn't just about me.
Ses01F_script01_1_M017,neu,"so all right then, i'll just go ahead with it?",Ses01M,"All right, then. Shall I continue?"
Ses01F_script01_1_M019,ang,"you know sometimes you infuriate me. you know that? isn't it your business if i tell father and he throws a fit about it? god, you have such a talent for ignoring things.",Ses01M,Do you know that sometimes you upset me?
Ses01F_script01_1_M023,neu,i wanted to get this settled first.,Ses01M,I'd like to settle this first.
Ses01F_script01_1_M024,neu,"well if she does, then that's it. that's the end of it. from her letters, though, i think she's pretty much forgotten him.",Ses01M,"From her letter, I think she's forgotten about him."
Ses01F_script01_1_M025,neu,and then we'll thrash it out with father. okay mom? don't avoid me.,Ses01M,"And then we hit it with Dad. Mom, don't hide from me."
Ses01F_script01_1_M034,neu,"i'll get out. i'll get married and i'll move somewhere else, maybe new york.",Ses01M,I'll get married. I'll move somewhere else. Maybe New York.
Ses01F_script01_1_M039,neu,"on this, i would.",Ses01M,"On this matter, I will."
Ses01F_script01_1_M040,neu,then help me stay here.,Ses01M,And help me stay here.
Ses01F_script01_2_F003,ang,he's not going to marry her.,Ses01F,He won't marry her.
Ses01F_script01_2_F004,ang,it's got that about it.,Ses01F,It got this.
Ses01F_script01_2_F005,ang,"what is going on here, joe?",Ses01F,"What's going on, Joe?"
Ses01F_script01_2_F006,ang,she is not his girl. she knows she's not.,Ses01F,She's not his daughter. She knows she's not.
Ses01F_script01_2_F007,ang,"then why is she still single? new york is full of men, why is she still single? probably a hundred people told her she's foolish, but she waited.",Ses01F,"So why is she single? There are many men in New York, why is she still single? A hundred people told her she was stupid, but she waited a long time."
Ses01F_script01_2_F008,ang,"because she knows what i know, that's why. she's faithful as a rock. in my darkest moments, i think of her waiting and i know that i'm right.",Ses01F,"Because she knows what I know, and that's why, in my darkest hour, she's loyal as a rock, and I think she's waiting, and I know I'm right."
Ses01F_script01_2_F009,ang,"nobody in this house dares take away her faith, joe. you know strangers might, but not his father, not his brother.",Ses01F,"Joe, you know strangers can, but they're not his father, they're not his brother."
Ses01F_script01_2_F010,ang,"i want you to-- i want you to act like he is coming back, both of you. don't think i haven't noticed you since chris invited her here.",Ses01F,Don't think I haven't noticed you since Chris invited her.
Ses01F_script01_2_F011,ang,i won't stand for any nonsense.,Ses01F,I won't support any bullshit.
Ses01F_script01_2_F012,ang,"because if he's not coming back, i'll kill myself. oh laugh, laugh all you like but why does this happen the very night he comes back. she goes to sleep in his room and his memorial breaks in pieces. look at it, joe, look.",Ses01F,"Because if he doesn't come back, I'll kill myself. Oh, laugh, laugh, you like it, but why did this happen the night he came back? She slept in his room, his monument broke. Look, Joe, look."
Ses01F_script01_2_F013,ang,"just believe with me, joe. only last week a man came back in detroit missing longer than larry. believe with me. you, above all, have got to believe. just believe.",Ses01F,"Trust me, Joe, last week, there was a man who went missing longer than Larry."
Ses01F_script01_2_M001,neu,well maybe...maybe he just wanted to see her.,Ses01M,Maybe... maybe he just wants to see her.
Ses01F_script01_2_M004,neu,how do you know he's even thinking about it?,Ses01M,How do you know he's thinking about it?
Ses01F_script01_2_M008,neu,how do you know why she waited?,Ses01M,How do you know why she waited?
Ses01F_script01_2_M017,ang,"what have i got to hide? what the hell is the matter with you, kate?",Ses01M,What do I have to hide?
Ses01F_script01_3_F000,neu,you're the only one who still loves his parents.,Ses01F,You're the only one who still loves his parents.
Ses01F_script01_3_F001,neu,it's not so bad; it's a good thing.,Ses01F,It's not that bad. It's a good thing.
Ses01F_script01_3_F002,neu,"[breathing] you know, it's lovely here. the air is sweet.",Ses01F,"[Breathing] You know, it's lovely here and the air is sweet."
Ses01F_script01_3_F003,neu,"i'm not sorry, no. but i'm...i can't stay.",Ses01F,"I'm not sorry, but I can't stay."
Ses01F_script01_3_F004,neu,"for one thing, your mother much as told me to go.",Ses01F,"First of all, your mother asked me to go."
Ses01F_script01_3_F005,neu,"and then, you. you've been kind of...",Ses01F,"And then, you... you've been a little..."
Ses01F_script01_3_F006,neu,sort of embarrassed ever since i got here.,Ses01F,I've been embarrassed since I got here.
Ses01F_script01_3_F007,neu,i knew they would.,Ses01F,I know they will.
Ses01F_script01_3_F008,neu,"well sure, from your mother's point of view. why else would i come?",Ses01F,"Of course, from your mother's point of view, what else can I do?"
Ses01F_script01_3_F009,neu,"i, umm. i guess, i guess that's kind of why i came.",Ses01F,I think that's why I'm here.
Ses01F_script01_3_F010,hap,[breathing],Ses01F,[Breathing]
Ses01F_script01_3_F011,hap,[laughter],Ses01F,[ GIGGLES ]
Ses01F_script01_3_F012,hap,[laughter],Ses01F,[ GIGGLES ]
Ses01F_script01_3_F013,hap,no. no,Ses01F,"No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no."
Ses01F_script01_3_F014,neu,"chris, i've been ready a long, long, time.",Ses01F,"Chris, I've been ready for a long, long, long time."
Ses01F_script01_3_F015,neu,i almost got married two years ago.,Ses01F,I almost got married two years ago.
Ses01F_script01_3_F016,neu,you started to write me.,Ses01F,You started writing to me.
Ses01F_script01_3_F017,hap,every day since.,Ses01F,Every day since then.
Ses01F_script01_3_F019,hap,beating around the bush.,Ses01F,Jumping around the bushes.
Ses01F_script01_3_F020,hap,"i will never forgive you. all i'd done was sit around wondering if i was crazy waiting so long, wondering if you were thinking about me.",Ses01F,"I'm just sitting here wondering if I'm crazy to wait so long, wondering if you're thinking about me."
Ses01F_script01_3_F021,hap,not like that you're not.,Ses01F,Not like you.
Ses01F_script01_3_F022,neu,"like larry's brother. do it like you, chris.",Ses01F,"Like Larry's brother. Like you, Chris."
Ses01F_script01_3_F028,neu,"yeah, sure.",Ses01F,"Yes, of course."
Ses01F_script01_3_F029,neu,how many?,Ses01F,How many?
Ses01F_script01_3_F030,sad,"aw, geez.",Ses01F,"Oh, my God."
Ses01F_script01_3_F031,neu,mmhmm.,Ses01F,MM-MM. MM-MM.
Ses01F_script01_3_F035,hap,what would i do with a fortune?,Ses01F,What would I do with a lot of money?
Ses01F_script01_3_M000,neu,"i know. it kind of went out of style, didn't it?",Ses01M,"I know. It's a little out of date, isn't it?"
Ses01F_script01_3_M001,neu,you're not sorry you came.,Ses01M,You're not sorry you're here.
Ses01F_script01_3_M003,neu,well.,Ses01M,Well... well... well...
Ses01F_script01_3_M004,neu,what?,Ses01M,What?
Ses01F_script01_3_M005,neu,well i was kind of planning of sneaking up on you over the course of a week or so. they just take it for granted that we're all set.,Ses01M,"I wanted to sneak up on you for about a week, and they thought we were all ready, and that's right."
Ses01F_script01_3_M008,hap,"i love you. annie, i love you.",Ses01M,"I love you, Annie. I love you."
Ses01F_script01_3_M009,hap,"i don't really have any imagination, that's all i know how to say.",Ses01M,I really don't have the imagination. I just know how to say it.
Ses01F_script01_3_M010,hap,"am i embarrassing you? are you - see, i didn't want to do it here with this yard, on this porch. i wanted it to be somewhere new, some place fresh for both of us.",Ses01M,Am I embarrassing you?
Ses01F_script01_3_M015,hap,why didn't you let me know?,Ses01M,Why didn't you tell me?
Ses01F_script01_3_M016,hap,give me a...,Ses01M,Give me a...
Ses01F_script01_3_M017,hap,give me a kiss.,Ses01M,Give me a kiss.
Ses01F_script01_3_M019,hap,"oh annie, we are going to live now. i am going to make you so happy.",Ses01M,"Oh, Annie, we're gonna live now. I'm gonna make you happy."
Ses01F_script01_3_M020,hap,i kissed you.,Ses01M,I kissed you.
Ses01F_script01_3_M021,sad,"hey, let's drive some place. huh? let's get out of here.",Ses01M,Let's open a place. Let's go.
Ses01F_script01_3_M022,sad,no it's nothing like that. it's-,Ses01M,"No, it's not like that. It's..."
Ses01F_script01_3_M023,sad,yeah. i suppose i have been. but it's going from me.,Ses01M,"I think so, but it's still coming from me."
Ses01F_script01_3_M024,sad,i don't even know how to start.,Ses01M,I don't even know how to start.
Ses01F_script01_3_M025,sad,"it's just all mixed up with so many other things, you know? you know overseas i was in command of a company?",Ses01M,Do you know that I command a company overseas?
Ses01F_script01_3_M026,sad,well i lost them.,Ses01M,"Well, I lost them."
Ses01F_script01_3_M027,sad,pretty much all.,Ses01M,Almost all of it.
Ses01F_script01_3_M028,sad,you can't just toss off a thing like that because they weren't just men. you know?,Ses01M,"You can't just throw that thing away because they're not just men, you know?"
Ses01F_script01_3_M029,sad,"like for instance, there was this one time it had been raining for several days and this kid he just came up to me and he gave me his last pair of dry socks. he just put them in my pocket. that's a little thing, you know, but that's what kind of guys i had.",Ses01M,"For example, once it rained for a few days, and a kid just came to me, and he gave me his last pair of dry socks, and he put them in my pocket."
Ses01F_script01_3_M030,sad,"they didn't die, they killed themselves for each other. i mean that, exactly. just a little more selfish and they would all be here today.",Ses01M,"They didn't die, they killed themselves for each other, I mean, that's it, just a little bit more selfish, they'll all be here today."
Ses01F_script01_3_M032,sad,"to bring that on to the earth again, you know, is like some kind of monument and i thought i would just make a difference to them.",Ses01M,"Bring it back to Earth, you know, like some kind of monument, and I think I'll just change them."
Ses01F_script01_3_M033,sad,"but then i came home and it was incredible, you know? the whole thing was just kind of this random bus accident. you know, i went back to the rat race again, i went to work.",Ses01M,"And then I came home, and it was amazing, you know? The whole thing was just a random bus accident. You know, I went back to the rat race, and I went to work."
Ses01F_script01_3_M036,sad,and i didn't want any of it. i guess that included you.,Ses01M,I don't want anything of it. I guess that includes you.
Ses01F_script01_3_M037,neu,i just want you to know annie.,Ses01M,I just want you to know Annie.
Ses01F_script02_1_F000,neu,fine.,Ses01F,Fine.
Ses01F_script02_1_F004,neu,that's not your flashlight.,Ses01F,That's not your flashlight.
Ses01F_script02_1_F006,ang,you keep saying my flashlight like it's just yours.,Ses01F,You keep saying that my flashlight is just like yours.
